rank,lemma,pos,zipf
7807,downhill,noun,3.66
7808,drafting,noun,3.66
7809,dreadful,adjective,3.66
7810,drunken,adjective,3.66
7811,earnest,adjective,3.66
7812,erase,verb,3.66
7813,extinct,adjective,3.66
7814,forbid,verb,3.66
7815,freezer,noun,3.66
7816,genetically,adverb,3.66
7817,hare,noun,3.66
7818,herein,adverb,3.66
7819,hoffman,noun,3.66
7820,honorary,adjective,3.66
7821,immature,adjective,3.66
7822,imperative,adjective,3.66
7823,ineffective,adjective,3.66
7824,jerome,noun,3.66
7825,knit,verb,3.66
7826,kuwait,noun,3.66
7827,manly,adjective,3.66
7828,maternity,noun,3.66
7829,misconduct,noun,3.66
7830,morale,noun,3.66
7831,mute,adjective,3.66
7832,needless,adjective,3.66
7833,nerd,noun,3.66
7834,novelty,noun,3.66
7835,optimism,noun,3.66
7836,optimization,noun,3.66
7837,outdated,adjective,3.66
7838,oxide,noun,3.66
7839,percy,noun,3.66
7840,peripheral,adjective,3.66
7841,pint,noun,3.66
7842,poop,noun,3.66
7843,pornography,noun,3.66
7844,prevalence,noun,3.66
7845,pronounce,verb,3.66
7846,provisional,adjective,3.66
7847,repay,verb,3.66
7848,rouge,noun,3.66
7849,santiago,noun,3.66
7850,saturated,adjective,3.66
7851,shaved,adjective,3.66
7852,shove,verb,3.66
7853,softball,noun,3.66
7854,southeastern,adjective,3.66
7855,stupidity,noun,3.66
7856,suppress,verb,3.66
7857,sweating,noun,3.66
7858,tangible,adjective,3.66
7859,tara,noun,3.66
7860,tilt,verb,3.66
7861,trivial,adjective,3.66
7862,unofficial,adjective,3.66
7863,veil,verb,3.66
7864,versatile,adjective,3.66
7865,warsaw,noun,3.66
7866,wed,verb,3.66
7867,yi,noun,3.66
7868,panther,noun,3.65
7869,terminate,verb,3.65
7870,anthropology,noun,3.65
7871,artery,noun,3.65
7872,bamboo,noun,3.65
7873,basil,noun,3.65
7874,blackberry,noun,3.65
7875,bombay,noun,3.65
7876,booze,noun,3.65
7877,bronx,noun,3.65
7878,buzzing,adjective,3.65
7879,caliber,noun,3.65
7880,cellphone,noun,3.65
7881,chord,noun,3.65
7882,corporal,noun,3.65
7883,courtyard,noun,3.65
7884,crest,noun,3.65
7885,crowned,adjective,3.65
7886,cynthia,noun,3.65
7887,deception,noun,3.65
7888,decor,noun,3.65
7889,derivative,noun,3.65
7890,discomfort,noun,3.65
7891,dominican,noun,3.65
7892,drastically,adverb,3.65
7893,driveway,noun,3.65
7894,duel,noun,3.65
7895,edwin,noun,3.65
7896,elf,noun,3.65
7897,ev,noun,3.65
7898,evenly,adverb,3.65
7899,exemption,noun,3.65
7900,fashionable,adjective,3.65
7901,fetch,verb,3.65
7902,fo,noun,3.65
7903,formidable,adjective,3.65
7904,furnished,adjective,3.65
7905,fuzzy,adjective,3.65
7906,gibbs,noun,3.65
7907,gmt,noun,3.65
7908,gothic,adjective,3.65
7909,graffiti,noun,3.65
7910,grenade,noun,3.65
7911,hamlet,noun,3.65
7912,hampton,noun,3.65
7913,helm,noun,3.65
7914,herman,noun,3.65
7915,html,noun,3.65
7916,hugely,adverb,3.65
7917,hypocrisy,noun,3.65
7918,inaccurate,adjective,3.65
7919,inception,noun,3.65
7920,incompetent,noun,3.65
7921,indefinitely,adverb,3.65
7922,intervene,verb,3.65
7923,kin,noun,3.65
7924,kobe,noun,3.65
7925,kris,noun,3.65
7926,lobster,noun,3.65
7927,loneliness,noun,3.65
7928,malaria,noun,3.65
7929,manifesto,noun,3.65
7930,maze,noun,3.65
7931,methodist,adjective,3.65
7932,monaco,noun,3.65
7933,monastery,noun,3.65
7934,naomi,noun,3.65
7935,narrowly,adverb,3.65
7936,negligence,noun,3.65
7937,nexus,noun,3.65
7938,nightclub,noun,3.65
7939,numerical,adjective,3.65
7940,obsolete,adjective,3.65
7941,optic,adjective,3.65
7942,panda,noun,3.65
7943,posture,noun,3.65
7944,prague,noun,3.65
7945,preseason,noun,3.65
7946,qaeda,noun,3.65
7947,refresh,verb,3.65
7948,resonance,noun,3.65
7949,ruthless,adjective,3.65
7950,salvage,verb,3.65
7951,samurai,noun,3.65
7952,satire,noun,3.65
7953,saul,noun,3.65
7954,seafood,noun,3.65
7955,signaling,noun,3.65
7956,slash,verb,3.65
7957,spaghetti,noun,3.65
7958,speedy,adjective,3.65
7959,standpoint,noun,3.65
7960,stein,noun,3.65
7961,sway,verb,3.65
7962,torque,noun,3.65
7963,trinidad,noun,3.65
7964,unconstitutional,adjective,3.65
7965,undermine,verb,3.65
7966,vacancy,noun,3.65
7967,var,noun,3.65
7968,veto,noun,3.65
7969,vocational,adjective,3.65
7970,withstand,verb,3.65
7971,woodland,noun,3.65
7972,zinc,noun,3.65
7973,tasting,noun,3.65
7974,symptom,noun,3.64
7975,assemble,verb,3.64
7976,applicant,noun,3.64
7977,dub,verb,3.64
7978,brew,verb,3.64
7979,charger,noun,3.64
7980,lender,noun,3.64
7981,mutation,noun,3.64
7982,accustomed,adjective,3.64
7983,adequately,adverb,3.64
7984,amazingly,adverb,3.64
7985,approximate,verb,3.64
7986,baghdad,noun,3.64
7987,bam,noun,3.64
7988,bargaining,noun,3.64
7989,baton,noun,3.64
7990,breakup,noun,3.64
7991,camel,noun,3.64
7992,canberra,noun,3.64
7993,checkout,noun,3.64
7994,chunk,noun,3.64
7995,coca,noun,3.64
7996,cocoa,noun,3.64
7997,comet,noun,3.64
7998,compartment,noun,3.64
7999,corpus,noun,3.64
8000,cove,noun,3.64
8001,cozy,adjective,3.64
8002,culturally,adverb,3.64
8003,deficiency,noun,3.64
8004,dictatorship,noun,3.64
8005,disrespectful,adjective,3.64
8006,dread,verb,3.64
8007,dummy,noun,3.64
8008,ecuador,noun,3.64
8009,edmonton,noun,3.64
8010,electorate,noun,3.64
8011,erosion,noun,3.64
8012,expo,noun,3.64
8013,fitzgerald,noun,3.64
8014,flank,verb,3.64
8015,flare,noun,3.64
8016,handmade,adjective,3.64
8017,hartford,noun,3.64
8018,hawkins,noun,3.64
8019,icc,noun,3.64
8020,incidence,noun,3.64
8021,intimacy,noun,3.64
8022,kat,noun,3.64
8023,kitten,noun,3.64
8024,koch,noun,3.64
8025,lagos,noun,3.64
8026,lan,noun,3.64
8027,leone,noun,3.64
8028,lever,noun,3.64
8029,lisbon,noun,3.64
8030,lu,noun,3.64
8031,mileage,noun,3.64
8032,morton,noun,3.64
8033,mutant,noun,3.64
8034,mythology,noun,3.64
8035,neon,noun,3.64
8036,nile,noun,3.64
8037,northeastern,adjective,3.64
8038,nun,noun,3.64
8039,nutritional,adjective,3.64
8040,pedal,noun,3.64
8041,pest,noun,3.64
8042,pillar,noun,3.64
8043,plausible,adjective,3.64
8044,polymer,noun,3.64
8045,precipitation,noun,3.64
8046,pup,noun,3.64
8047,quarantine,noun,3.64
8048,query,verb,3.64
8049,raf,noun,3.64
8050,restraint,noun,3.64
8051,rift,noun,3.64
8052,salesman,noun,3.64
8053,scarlet,noun,3.64
8054,sensing,noun,3.64
8055,sewer,noun,3.64
8056,smack,verb,3.64
8057,sonny,noun,3.64
8058,southwestern,adjective,3.64
8059,spokesperson,noun,3.64
8060,standardized,adjective,3.64
8061,stitch,noun,3.64
8062,substrate,noun,3.64
8063,sultan,noun,3.64
8064,supremacy,noun,3.64
8065,swell,verb,3.64
8066,theoretically,adverb,3.64
8067,thirst,noun,3.64
8068,transitional,adjective,3.64
8069,tuna,noun,3.64
8070,unused,adjective,3.64
8071,viewpoint,noun,3.64
8072,vinegar,noun,3.64
8073,wig,noun,3.64
8074,lyric,noun,3.63
8075,criticize,verb,3.63
8076,accessory,noun,3.63
8077,shareholder,noun,3.63
8078,endorse,verb,3.63
8079,portray,verb,3.63
8080,align,verb,3.63
8081,practitioner,noun,3.63
8082,await,verb,3.63
8083,mushroom,noun,3.63
8084,plead,verb,3.63
8085,affiliation,noun,3.63
8086,aggressively,adverb,3.63
8087,amnesty,noun,3.63
8088,angus,noun,3.63
8089,assertion,noun,3.63
8090,astronomy,noun,3.63
8091,atop,adverb,3.63
8092,attic,noun,3.63
8093,autobiography,noun,3.63
8094,av,noun,3.63
8095,broadcaster,noun,3.63
8096,buddhism,noun,3.63
8097,cache,noun,3.63
8098,chewing,noun,3.63
8099,coherent,adjective,3.63
8100,comfy,adjective,3.63
8101,condo,noun,3.63
8102,conflicting,adjective,3.63
8103,conrad,noun,3.63
8104,crooked,adjective,3.63
8105,cultivation,noun,3.63
8106,ding,noun,3.63
8107,displacement,noun,3.63
8108,disrespect,noun,3.63
8109,drastic,adjective,3.63
8110,edible,noun,3.63
8111,emerson,noun,3.63
8112,enhancement,noun,3.63
8113,fax,noun,3.63
8114,fiat,noun,3.63
8115,flick,verb,3.63
8116,fowler,noun,3.63
8117,funky,adjective,3.63
8118,gag,noun,3.63
8119,gee,noun,3.63
8120,gigantic,adjective,3.63
8121,gill,noun,3.63
8122,groom,verb,3.63
8123,guitarist,noun,3.63
8124,halftime,noun,3.63
8125,hamas,noun,3.63
8126,hash,noun,3.63
8127,helena,noun,3.63
8128,hogan,noun,3.63
8129,ig,noun,3.63
8130,inactive,adjective,3.63
8131,inspect,verb,3.63
8132,laurel,noun,3.63
8133,leftist,noun,3.63
8134,legitimacy,noun,3.63
8135,lizard,noun,3.63
8136,maximize,verb,3.63
8137,morally,adverb,3.63
8138,naples,noun,3.63
8139,nigga,noun,3.63
8140,noel,noun,3.63
8141,paradox,noun,3.63
8142,peacefully,adverb,3.63
8143,periodic,adjective,3.63
8144,podium,noun,3.63
8145,puck,noun,3.63
8146,reconsider,verb,3.63
8147,refrain,noun,3.63
8148,reproduce,verb,3.63
8149,rite,noun,3.63
8150,rum,noun,3.63
8151,safari,noun,3.63
8152,scorer,noun,3.63
8153,seldom,adverb,3.63
8154,soy,noun,3.63
8155,squash,verb,3.63
8156,stacked,adjective,3.63
8157,statewide,adjective,3.63
8158,stationary,adjective,3.63
8159,subdivision,noun,3.63
8160,succeeding,adjective,3.63
8161,sunderland,noun,3.63
8162,tar,noun,3.63
8163,temporal,adjective,3.63
8164,tracker,noun,3.63
8165,turbine,noun,3.63
8166,tyson,noun,3.63
8167,unavailable,adjective,3.63
8168,universally,adverb,3.63
8169,unlucky,adjective,3.63
8170,uv,noun,3.63
8171,vomiting,noun,3.63
8172,warden,noun,3.63
8173,warp,verb,3.63
8174,whisky,noun,3.63
8175,womb,noun,3.63
8176,yogurt,noun,3.63
8177,comprise,verb,3.62
8178,peasant,noun,3.62
8179,carrot,noun,3.62
8180,algeria,noun,3.62
8181,alpine,adjective,3.62
8182,ambient,adjective,3.62
8183,aquatic,adjective,3.62
8184,argentine,noun,3.62
8185,armored,adjective,3.62
8186,assert,verb,3.62
8187,atheist,noun,3.62
8188,bandwidth,noun,3.62
8189,barbecue,verb,3.62
8190,beforehand,adjective,3.62
8191,bipolar,adjective,3.62
8192,bladder,noun,3.62
8193,blossom,noun,3.62
8194,caravan,noun,3.62
8195,clive,noun,3.62
8196,compressed,adjective,3.62
8197,computational,adjective,3.62
8198,conceptual,adjective,3.62
8199,damp,adjective,3.62
8200,debit,noun,3.62
8201,demolition,noun,3.62
8202,differentiate,verb,3.62
8203,dim,adjective,3.62
8204,discouraged,adjective,3.62
8205,donkey,noun,3.62
8206,downstream,adverb,3.62
8207,ebola,noun,3.62
8208,empirical,adjective,3.62
8209,esther,noun,3.62
8210,faulty,adjective,3.62
8211,fertile,adjective,3.62
8212,feud,noun,3.62
8213,filmmaker,noun,3.62
8214,frankfurt,noun,3.62
8215,furnace,noun,3.62
8216,fuse,verb,3.62
8217,fuss,verb,3.62
8218,gale,noun,3.62
8219,generosity,noun,3.62
8220,gluten,noun,3.62
8221,goodman,noun,3.62
8222,gorilla,noun,3.62
8223,guatemala,noun,3.62
8224,hamburg,noun,3.62
8225,heavyweight,noun,3.62
8226,humane,adjective,3.62
8227,lawful,adjective,3.62
8228,lena,noun,3.62
8229,loosely,adverb,3.62
8230,lotus,noun,3.62
8231,luna,noun,3.62
8232,malik,noun,3.62
8233,mantle,noun,3.62
8234,mascot,noun,3.62
8235,metabolic,adjective,3.62
8236,meth,noun,3.62
8237,mf,noun,3.62
8238,midfield,noun,3.62
8239,militant,adjective,3.62
8240,mohammad,noun,3.62
8241,nostalgia,noun,3.62
8242,ottoman,noun,3.62
8243,paddy,noun,3.62
8244,paperback,noun,3.62
8245,paved,adjective,3.62
8246,pavilion,noun,3.62
8247,pointer,noun,3.62
8248,presume,verb,3.62
8249,rapist,noun,3.62
8250,rectangular,adjective,3.62
8251,regulator,noun,3.62
8252,ro,noun,3.62
8253,sabotage,noun,3.62
8254,sarcasm,noun,3.62
8255,savannah,noun,3.62
8256,sexist,noun,3.62
8257,shaving,noun,3.62
8258,shutdown,noun,3.62
8259,sic,adverb,3.62
8260,snp,noun,3.62
8261,swansea,noun,3.62
8262,syracuse,noun,3.62
8263,tally,noun,3.62
8264,tehran,noun,3.62
8265,thriving,adjective,3.62
8266,timed,adjective,3.62
8267,tm,noun,3.62
8268,unanimously,adverb,3.62
8269,undefeated,adjective,3.62
8270,unfamiliar,adjective,3.62
8271,vale,noun,3.62
8272,valencia,noun,3.62
8273,vastly,adverb,3.62
8274,vile,adjective,3.62
8275,violently,adverb,3.62
8276,wedge,noun,3.62
8277,wisely,adverb,3.62
8278,sibling,noun,3.61
8279,sock,noun,3.61
8280,casualty,noun,3.61
8281,interrupt,verb,3.61
8282,invade,verb,3.61
8283,soak,verb,3.61
8284,adaptive,adjective,3.61
8285,addictive,adjective,3.61
8286,affinity,noun,3.61
8287,alloy,noun,3.61
8288,apartheid,noun,3.61
8289,arthritis,noun,3.61
8290,bale,noun,3.61
8291,beaver,noun,3.61
8292,brunswick,noun,3.61
8293,caller,noun,3.61
8294,carnegie,noun,3.61
8295,cavity,noun,3.61
8296,chap,noun,3.61
8297,comforting,adjective,3.61
8298,courthouse,noun,3.61
8299,crank,verb,3.61
8300,cv,noun,3.61
8301,dante,noun,3.61
8302,darn,verb,3.61
8303,disgust,noun,3.61
8304,dissolution,noun,3.61
8305,disturbance,noun,3.61
8306,dominic,noun,3.61
8307,ee,noun,3.61
8308,enclosure,noun,3.61
8309,evangelical,adjective,3.61
8310,exquisite,adjective,3.61
8311,factual,adjective,3.61
8312,falsely,adverb,3.61
8313,famine,noun,3.61
8314,fiji,noun,3.61
8315,fraudulent,adjective,3.61
8316,freeway,noun,3.61
8317,freshly,adverb,3.61
8318,gazette,noun,3.61
8319,geek,noun,3.61
8320,granny,noun,3.61
8321,handicap,noun,3.61
8322,homage,noun,3.61
8323,homo,noun,3.61
8324,hostility,noun,3.61
8325,hymn,noun,3.61
8326,hypothetical,adjective,3.61
8327,informative,adjective,3.61
8328,infringement,noun,3.61
8329,internship,noun,3.61
8330,irritating,adjective,3.61
8331,jacksonville,noun,3.61
8332,jasmine,noun,3.61
8333,knockout,noun,3.61
8334,lantern,noun,3.61
8335,linen,noun,3.61
8336,lookout,noun,3.61
8337,moonlight,noun,3.61
8338,moose,noun,3.61
8339,mosquito,noun,3.61
8340,motel,noun,3.61
8341,motherfucker,noun,3.61
8342,noun,noun,3.61
8343,novelist,noun,3.61
8344,omaha,noun,3.61
8345,onwards,adverb,3.61
8346,overthrow,verb,3.61
8347,paradigm,noun,3.61
8348,pavement,noun,3.61
8349,payday,noun,3.61
8350,perpetual,adjective,3.61
8351,physiology,noun,3.61
8352,pigeon,noun,3.61
8353,plateau,noun,3.61
8354,playlist,noun,3.61
8355,precinct,noun,3.61
8356,premiership,noun,3.61
8357,proliferation,noun,3.61
8358,pseudo,adjective,3.61
8359,pudding,noun,3.61
8360,reformed,adjective,3.61
8361,refrigerator,noun,3.61
8362,regeneration,noun,3.61
8363,regina,noun,3.61
8364,remembrance,noun,3.61
8365,reminiscent,adjective,3.61
8366,resentment,noun,3.61
8367,resin,noun,3.61
8368,rotary,adjective,3.61
8369,rupert,noun,3.61
8370,rusty,adjective,3.61
8371,scarce,adverb,3.61
8372,simulator,noun,3.61
8373,sl,noun,3.61
8374,slippery,adjective,3.61
8375,sorting,noun,3.61
8376,spectacle,noun,3.61
8377,stint,noun,3.61
8378,storey,noun,3.61
8379,suicidal,adjective,3.61
8380,suv,noun,3.61
8381,symposium,noun,3.61
8382,tailor,verb,3.61
8383,thrilling,adjective,3.61
8384,trajectory,noun,3.61
8385,tt,noun,3.61
8386,unidentified,adjective,3.61
8387,unrest,noun,3.61
8388,unseen,adjective,3.61
8389,utmost,adjective,3.61
8390,waiter,noun,3.61
8391,weary,adjective,3.61
8392,wimbledon,noun,3.61
8393,yankee,noun,3.6
8394,accusation,noun,3.6
8395,flaw,noun,3.6
8396,viking,noun,3.6
8397,allergy,noun,3.6
8398,chant,verb,3.6
8399,adapter,noun,3.6
8400,adjustable,adjective,3.6
8401,adulthood,noun,3.6
8402,agony,noun,3.6
8403,armenian,noun,3.6
8404,astronaut,noun,3.6
8405,attain,verb,3.6
8406,attendant,noun,3.6
8407,authenticity,noun,3.6
8408,backstage,noun,3.6
8409,benchmark,noun,3.6
8410,benghazi,noun,3.6
8411,benny,noun,3.6
8412,binge,noun,3.6
8413,bloc,noun,3.6
8414,bouncing,noun,3.6
8415,bourbon,noun,3.6
8416,breaker,noun,3.6
8417,breathtaking,adjective,3.6
8418,brutality,noun,3.6
8419,calculus,noun,3.6
8420,careless,adjective,3.6
8421,caste,noun,3.6
8422,cellar,noun,3.6
8423,cerebral,adjective,3.6
8424,cheerful,adjective,3.6
8425,cinematic,adjective,3.6
8426,climax,noun,3.6
8427,cockpit,noun,3.6
8428,colon,noun,3.6
8429,communion,noun,3.6
8430,condom,noun,3.6
8431,consul,noun,3.6
8432,contender,noun,3.6
8433,crimson,adjective,3.6
8434,curly,adjective,3.6
8435,degradation,noun,3.6
8436,dexter,adjective,3.6
8437,emerald,noun,3.6
8438,equilibrium,noun,3.6
8439,europa,noun,3.6
8440,evidently,adverb,3.6
8441,exhausting,adjective,3.6
8442,famed,adjective,3.6
8443,fargo,noun,3.6
8444,fascinated,adjective,3.6
8445,fetus,noun,3.6
8446,flawless,adjective,3.6
8447,grad,noun,3.6
8448,granddaughter,noun,3.6
8449,gymnastics,noun,3.6
8450,hale,noun,3.6
8451,hercules,noun,3.6
8452,hereby,adverb,3.6
8453,honduras,noun,3.6
8454,humorous,adjective,3.6
8455,indoors,adverb,3.6
8456,intercourse,noun,3.6
8457,interestingly,adverb,3.6
8458,isaiah,noun,3.6
8459,isolate,verb,3.6
8460,kendall,noun,3.6
8461,lancashire,noun,3.6
8462,mailing,noun,3.6
8463,mao,noun,3.6
8464,mare,noun,3.6
8465,marxist,adjective,3.6
8466,meadow,noun,3.6
8467,motivate,verb,3.6
8468,mound,noun,3.6
8469,muddy,adjective,3.6
8470,mystic,adjective,3.6
8471,ness,noun,3.6
8472,nominal,adjective,3.6
8473,norris,noun,3.6
8474,ordinance,noun,3.6
8475,osborne,noun,3.6
8476,poke,verb,3.6
8477,portsmouth,noun,3.6
8478,presbyterian,noun,3.6
8479,prick,verb,3.6
8480,prolific,adjective,3.6
8481,proportional,adjective,3.6
8482,prosperous,adjective,3.6
8483,quarry,noun,3.6
8484,referral,noun,3.6
8485,restless,adjective,3.6
8486,rugged,adjective,3.6
8487,sap,verb,3.6
8488,sarcastic,adjective,3.6
8489,scholarly,adjective,3.6
8490,segregation,noun,3.6
8491,seymour,noun,3.6
8492,shaken,adjective,3.6
8493,sheikh,noun,3.6
8494,sinclair,noun,3.6
8495,sinister,adjective,3.6
8496,strait,noun,3.6
8497,testosterone,noun,3.6
8498,ventilation,noun,3.6
8499,weaver,noun,3.6
8500,weber,noun,3.6
8501,yarn,noun,3.6
8502,pairing,noun,3.6
8503,calorie,noun,3.59
8504,organism,noun,3.59
8505,rib,noun,3.59
8506,commence,verb,3.59
8507,wicket,noun,3.59
8508,browse,verb,3.59
8509,abide,verb,3.59
8510,accumulation,noun,3.59
8511,admiration,noun,3.59
8512,attacker,noun,3.59
8513,augusta,noun,3.59
8514,authoritarian,adjective,3.59
8515,avail,verb,3.59
8516,bahrain,noun,3.59
8517,banquet,noun,3.59
8518,barker,noun,3.59
8519,booty,noun,3.59
8520,bravery,noun,3.59
8521,brit,noun,3.59
8522,brutally,adverb,3.59
8523,buff,noun,3.59
8524,cdc,noun,3.59
8525,chamberlain,noun,3.59
8526,claw,noun,3.59
8527,compatibility,noun,3.59
8528,conditional,adjective,3.59
8529,congratulate,verb,3.59
8530,cortex,noun,3.59
8531,courageous,adjective,3.59
8532,crusade,noun,3.59
8533,cynical,adjective,3.59
8534,damascus,noun,3.59
8535,discarded,adjective,3.59
8536,disrupt,verb,3.59
8537,duplicate,verb,3.59
8538,dynamite,noun,3.59
8539,economical,adjective,3.59
8540,elastic,adjective,3.59
8541,exposition,noun,3.59
8542,fart,noun,3.59
8543,fetish,noun,3.59
8544,fluffy,adjective,3.59
8545,fundraiser,noun,3.59
8546,gaga,adjective,3.59
8547,garment,noun,3.59
8548,geometric,adjective,3.59
8549,goldman,noun,3.59
8550,gracious,adjective,3.59
8551,grin,verb,3.59
