rank,lemma,pos,zipf
2169,engineer,noun,4.5
2170,equivalent,noun,4.5
2171,facing,noun,4.5
2172,fairly,adverb,4.5
2173,ford,noun,4.5
2174,gang,noun,4.5
2175,graduate,verb,4.5
2176,greek,adjective,4.5
2177,inner,adjective,4.5
2178,le,noun,4.5
2179,lift,verb,4.5
2180,marked,adjective,4.5
2181,miller,noun,4.5
2182,monthly,noun,4.5
2183,neighborhood,noun,4.5
2184,operate,verb,4.5
2185,outstanding,adjective,4.5
2186,permission,noun,4.5
2187,porn,noun,4.5
2188,racing,noun,4.5
2189,reply,verb,4.5
2190,rid,verb,4.5
2191,roman,adjective,4.5
2192,shoulder,noun,4.5
2193,shower,noun,4.5
2194,stephen,noun,4.5
2195,tower,noun,4.5
2196,tradition,noun,4.5
2197,visual,adjective,4.5
2198,wheel,noun,4.5
2199,zealand,noun,4.5
2200,hanging,noun,4.5
2201,appointment,noun,4.49
2202,barely,adverb,4.49
2203,bc,adverb,4.49
2204,bush,noun,4.49
2205,cabinet,noun,4.49
2206,celebrate,verb,4.49
2207,chocolate,noun,4.49
2208,coal,noun,4.49
2209,colour,adjective,4.49
2210,contemporary,adjective,4.49
2211,criticism,noun,4.49
2212,davis,noun,4.49
2213,dna,noun,4.49
2214,effectively,adverb,4.49
2215,extensive,adjective,4.49
2216,faced,adjective,4.49
2217,formation,noun,4.49
2218,gallery,noun,4.49
2219,highway,noun,4.49
2220,historic,adjective,4.49
2221,hunt,verb,4.49
2222,improvement,noun,4.49
2223,inch,noun,4.49
2224,initially,adverb,4.49
2225,junior,noun,4.49
2226,jury,noun,4.49
2227,korean,noun,4.49
2228,monster,noun,4.49
2229,olympic,adjective,4.49
2230,philosophy,noun,4.49
2231,pride,noun,4.49
2232,repeat,verb,4.49
2233,rough,adjective,4.49
2234,santa,noun,4.49
2235,settlement,noun,4.49
2236,smell,verb,4.49
2237,sought,adjective,4.49
2238,speaker,noun,4.49
2239,surrounding,adjective,4.49
2240,tone,noun,4.49
2241,topic,noun,4.49
2242,toronto,noun,4.49
2243,universal,adjective,4.49
2244,vast,adjective,4.49
2245,finger,verb,4.48
2246,auto,noun,4.48
2247,consistent,adjective,4.48
2248,continuing,adjective,4.48
2249,earn,verb,4.48
2250,grey,adjective,4.48
2251,guitar,noun,4.48
2252,heading,noun,4.48
2253,howard,noun,4.48
2254,ignore,verb,4.48
2255,latin,noun,4.48
2256,lewis,noun,4.48
2257,meal,noun,4.48
2258,meanwhile,adverb,4.48
2259,naturally,adverb,4.48
2260,necessarily,adverb,4.48
2261,partnership,noun,4.48
2262,percentage,noun,4.48
2263,pocket,noun,4.48
2264,practical,adjective,4.48
2265,primarily,adverb,4.48
2266,proved,adjective,4.48
2267,rape,verb,4.48
2268,regardless,adverb,4.48
2269,relative,adjective,4.48
2270,rescue,verb,4.48
2271,rush,verb,4.48
2272,sarah,noun,4.48
2273,sharp,adjective,4.48
2274,simon,noun,4.48
2275,soccer,noun,4.48
2276,stable,adjective,4.48
2277,temporary,adjective,4.48
2278,tested,adjective,4.48
2279,trick,noun,4.48
2280,occur,verb,4.47
2281,technique,noun,4.47
2282,audio,noun,4.47
2283,bone,noun,4.47
2284,bullshit,verb,4.47
2285,chamber,noun,4.47
2286,chart,noun,4.47
2287,circuit,noun,4.47
2288,clothing,noun,4.47
2289,complicated,adjective,4.47
2290,confused,adjective,4.47
2291,defend,verb,4.47
2292,divided,adjective,4.47
2293,elizabeth,noun,4.47
2294,everyday,adjective,4.47
2295,extent,noun,4.47
2296,fishing,noun,4.47
2297,format,verb,4.47
2298,gap,noun,4.47
2299,gate,noun,4.47
2300,harm,noun,4.47
2301,healthcare,noun,4.47
2302,household,noun,4.47
2303,immigration,noun,4.47
2304,impressive,adjective,4.47
2305,killer,noun,4.47
2306,lesson,noun,4.47
2307,loving,adjective,4.47
2308,membership,noun,4.47
2309,miami,noun,4.47
2310,mirror,noun,4.47
2311,mount,verb,4.47
2312,parking,noun,4.47
2313,proposal,noun,4.47
2314,province,noun,4.47
2315,recognition,noun,4.47
2316,reputation,noun,4.47
2317,rolling,adjective,4.47
2318,shortly,adverb,4.47
2319,strongly,adverb,4.47
2320,thin,adjective,4.47
2321,tied,adjective,4.47
2322,element,noun,4.46
2323,soldier,noun,4.46
2324,egg,noun,4.46
2325,adventure,noun,4.46
2326,argue,verb,4.46
2327,assessment,noun,4.46
2328,atmosphere,noun,4.46
2329,awful,adjective,4.46
2330,bedroom,noun,4.46
2331,belief,noun,4.46
2332,bound,adjective,4.46
2333,carefully,adverb,4.46
2334,ceo,noun,4.46
2335,closing,adjective,4.46
2336,cloud,noun,4.46
2337,colorado,noun,4.46
2338,contrast,noun,4.46
2339,elsewhere,adverb,4.46
2340,establish,verb,4.46
2341,extension,noun,4.46
2342,founder,noun,4.46
2343,gear,verb,4.46
2344,georgia,noun,4.46
2345,hip,noun,4.46
2346,infrastructure,noun,4.46
2347,jason,noun,4.46
2348,loose,adjective,4.46
2349,moral,adjective,4.46
2350,offensive,noun,4.46
2351,pa,noun,4.46
2352,package,noun,4.46
2353,pointed,adjective,4.46
2354,poverty,noun,4.46
2355,processing,noun,4.46
2356,qualified,adjective,4.46
2357,railway,noun,4.46
2358,ridiculous,adjective,4.46
2359,sensitive,adjective,4.46
2360,server,noun,4.46
2361,shock,noun,4.46
2362,silence,noun,4.46
2363,superior,adjective,4.46
2364,thick,adjective,4.46
2365,transition,noun,4.46
2366,violent,adjective,4.46
2367,wash,verb,4.46
2368,compare,verb,4.45
2369,refer,verb,4.45
2370,suffer,verb,4.45
2371,acid,noun,4.45
2372,actress,noun,4.45
2373,administrative,adjective,4.45
2374,alongside,adverb,4.45
2375,angel,noun,4.45
2376,anxiety,noun,4.45
2377,bonus,noun,4.45
2378,castle,noun,4.45
2379,charity,noun,4.45
2380,cooking,noun,4.45
2381,curious,adjective,4.45
2382,discovery,noun,4.45
2383,duke,noun,4.45
2384,egypt,noun,4.45
2385,encourage,verb,4.45
2386,enforcement,noun,4.45
2387,flash,verb,4.45
2388,formal,adjective,4.45
2389,formula,noun,4.45
2390,fort,noun,4.45
2391,gray,adjective,4.45
2392,gross,adjective,4.45
2393,hungry,adjective,4.45
2394,informed,adjective,4.45
2395,innocent,adjective,4.45
2396,luke,noun,4.45
2397,mac,noun,4.45
2398,math,noun,4.45
2399,mystery,noun,4.45
2400,olympics,noun,4.45
2401,palace,noun,4.45
2402,penalty,noun,4.45
2403,pet,noun,4.45
2404,photography,noun,4.45
2405,protest,verb,4.45
2406,publication,noun,4.45
2407,rating,noun,4.45
2408,respectively,adverb,4.45
2409,rome,noun,4.45
2410,scheduled,adjective,4.45
2411,select,verb,4.45
2412,silent,adjective,4.45
2413,spoken,adjective,4.45
2414,successfully,adverb,4.45
2415,temple,noun,4.45
2416,trail,verb,4.45
2417,uncle,noun,4.45
2418,unusual,adjective,4.45
2419,covering,noun,4.45
2420,arrival,noun,4.44
2421,assault,noun,4.44
2422,awareness,noun,4.44
2423,badly,adverb,4.44
2424,bath,noun,4.44
2425,chase,verb,4.44
2426,concrete,noun,4.44
2427,deeply,adverb,4.44
2428,explanation,noun,4.44
2429,exposure,noun,4.44
2430,featured,adjective,4.44
2431,fiction,noun,4.44
2432,guarantee,verb,4.44
2433,happiness,noun,4.44
2434,harris,noun,4.44
2435,horrible,adjective,4.44
2436,ideal,adjective,4.44
2437,illinois,noun,4.44
2438,islamic,adjective,4.44
2439,jimmy,verb,4.44
2440,kelly,noun,4.44
2441,legend,noun,4.44
2442,lieutenant,noun,4.44
2443,mini,noun,4.44
2444,mood,noun,4.44
2445,muscle,noun,4.44
2446,passion,noun,4.44
2447,pleased,adjective,4.44
2448,procedure,noun,4.44
2449,producer,noun,4.44
2450,pushing,noun,4.44
2451,rank,noun,4.44
2452,replacement,noun,4.44
2453,retired,adjective,4.44
2454,sand,noun,4.44
2455,settled,adjective,4.44
2456,shadow,noun,4.44
2457,tag,verb,4.44
2458,tape,noun,4.44
2459,thread,verb,4.44
2460,victoria,noun,4.44
2461,wage,noun,4.44
2462,picking,noun,4.44
2463,worker,noun,4.43
2464,reveal,verb,4.43
2465,avenue,noun,4.43
2466,beating,noun,4.43
2467,boring,adjective,4.43
2468,clock,noun,4.43
2469,commissioner,noun,4.43
2470,commitment,noun,4.43
2471,confident,adjective,4.43
2472,custom,noun,4.43
2473,desk,noun,4.43
2474,ear,noun,4.43
2475,electricity,noun,4.43
2476,fbi,noun,4.43
2477,gym,noun,4.43
2478,helpful,adjective,4.43
2479,horror,noun,4.43
2480,iraq,noun,4.43
2481,label,verb,4.43
2482,liverpool,noun,4.43
2483,naked,adjective,4.43
2484,ny,noun,4.43
2485,output,noun,4.43
2486,pitch,verb,4.43
2487,pizza,noun,4.43
2488,plain,adjective,4.43
2489,raising,adjective,4.43
2490,rear,noun,4.43
2491,romantic,adjective,4.43
2492,strategic,adjective,4.43
2493,swimming,noun,4.43
2494,welfare,noun,4.43
2495,wire,noun,4.43
2496,skill,noun,4.42
2497,flower,noun,4.42
2498,capture,verb,4.42
2499,afterwards,adverb,4.42
2500,alright,adverb,4.42
2501,android,noun,4.42
2502,anger,noun,4.42
2503,architecture,noun,4.42
2504,assist,verb,4.42
2505,attempted,adjective,4.42
2506,behalf,noun,4.42
2507,belt,noun,4.42
2508,ceremony,noun,4.42
2509,comic,adjective,4.42
2510,dallas,noun,4.42
2511,designer,noun,4.42
2512,diamond,noun,4.42
2513,disappointed,adjective,4.42
2514,dressed,adjective,4.42
2515,economics,noun,4.42
2516,efficient,adjective,4.42
2517,electrical,adjective,4.42
2518,employed,adjective,4.42
2519,essentially,adverb,4.42
2520,establishment,noun,4.42
2521,ghost,noun,4.42
2522,hockey,noun,4.42
2523,houston,noun,4.42
2524,hunting,noun,4.42
2525,islam,noun,4.42
2526,kit,noun,4.42
2527,lab,noun,4.42
2528,min,noun,4.42
2529,morgan,noun,4.42
2530,moscow,noun,4.42
2531,na,noun,4.42
2532,nervous,adjective,4.42
2533,newly,adverb,4.42
2534,odd,adjective,4.42
2535,ordinary,adjective,4.42
2536,participate,verb,4.42
2537,philadelphia,noun,4.42
2538,prayer,noun,4.42
2539,racist,noun,4.42
2540,rarely,adverb,4.42
2541,sexy,adjective,4.42
2542,soil,noun,4.42
2543,solve,verb,4.42
2544,stomach,noun,4.42
2545,suck,verb,4.42
2546,trash,noun,4.42
2547,ugly,adjective,4.42
2548,virus,noun,4.42
2549,walker,noun,4.42
2550,institution,noun,4.41
2551,aspect,noun,4.41
2552,anthony,noun,4.41
2553,arthur,noun,4.41
2554,boost,verb,4.41
2555,bureau,noun,4.41
2556,colonel,noun,4.41
2557,comfort,noun,4.41
2558,cousin,noun,4.41
2559,crack,verb,4.41
2560,deck,noun,4.41
2561,dragon,noun,4.41
2562,dramatic,adjective,4.41
2563,dust,noun,4.41
2564,dutch,adjective,4.41
2565,evolution,noun,4.41
2566,hired,adjective,4.41
2567,illness,noun,4.41
2568,inspiration,noun,4.41
2569,knife,noun,4.41
2570,lately,adverb,4.41
2571,memorial,noun,4.41
2572,mexican,noun,4.41
2573,minority,noun,4.41
2574,mum,adjective,4.41
2575,priority,noun,4.41
2576,promotion,noun,4.41
2577,rail,noun,4.41
2578,remote,adjective,4.41
2579,repair,verb,4.41
2580,root,noun,4.41
2581,saint,noun,4.41
2582,steal,verb,4.41
2583,telephone,noun,4.41
2584,tho,noun,4.41
2585,hop,verb,4.4
2586,obtain,verb,4.4
2587,abandoned,adjective,4.4
2588,acquired,adjective,4.4
2589,alexander,noun,4.4
2590,alliance,noun,4.4
2591,annoying,adjective,4.4
2592,bid,verb,4.4
2593,buddy,noun,4.4
2594,butter,noun,4.4
2595,columbia,noun,4.4
2596,conclusion,noun,4.4
2597,confirm,verb,4.4
2598,convinced,adjective,4.4
2599,crap,noun,4.4
2600,crystal,noun,4.4
2601,dean,noun,4.4
2602,decent,adjective,4.4
2603,decline,verb,4.4
2604,delay,verb,4.4
2605,desert,verb,4.4
2606,downtown,adjective,4.4
2607,elite,noun,4.4
2608,forgotten,adjective,4.4
2609,forth,adverb,4.4
2610,hire,verb,4.4
2611,insane,adjective,4.4
2612,israeli,noun,4.4
2613,landing,noun,4.4
2614,layer,noun,4.4
2615,marry,verb,4.4
2616,nowhere,adverb,4.4
2617,nurse,noun,4.4
2618,organic,adjective,4.4
2619,ownership,noun,4.4
2620,pennsylvania,noun,4.4
2621,poetry,noun,4.4
2622,pot,noun,4.4
2623,pray,verb,4.4
2624,recall,verb,4.4
2625,rugby,noun,4.4
2626,sake,noun,4.4
2627,sheet,noun,4.4
2628,smooth,adjective,4.4
2629,spiritual,adjective,4.4
2630,string,noun,4.4
2631,sudden,adjective,4.4
2632,sweden,noun,4.4
2633,syria,noun,4.4
2634,vacation,noun,4.4
2635,signing,noun,4.4
2636,resource,noun,4.39
2637,associate,verb,4.39
2638,citizen,noun,4.39
2639,refuse,verb,4.39
2640,abroad,adverb,4.39
2641,arab,noun,4.39
2642,assigned,adjective,4.39
2643,atlantic,noun,4.39
2644,bench,noun,4.39
2645,bother,verb,4.39
2646,broadcast,noun,4.39
2647,bye,noun,4.39
2648,cambridge,noun,4.39
2649,cleaning,noun,4.39
2650,compete,verb,4.39
2651,cricket,noun,4.39
2652,disaster,noun,4.39
2653,discover,verb,4.39
2654,disney,noun,4.39
2655,entrance,noun,4.39
2656,equally,adverb,4.39
2657,fallen,adjective,4.39
2658,fitness,noun,4.39
2659,friendship,noun,4.39
2660,gary,noun,4.39
2661,handling,noun,4.39
2662,idiot,noun,4.39
2663,intense,adjective,4.39
2664,lifetime,noun,4.39
2665,liquid,adjective,4.39
2666,makeup,noun,4.39
2667,medal,noun,4.39
2668,mortgage,noun,4.39
2669,narrative,noun,4.39
2670,narrow,adjective,4.39
2671,observed,adjective,4.39
2672,occasionally,adverb,4.39
2673,pan,noun,4.39
2674,potentially,adverb,4.39
2675,reduction,noun,4.39
2676,reflect,verb,4.39
2677,ross,noun,4.39
2678,seattle,noun,4.39
2679,shell,noun,4.39
2680,silly,adjective,4.39
2681,subsequent,adjective,4.39
2682,translation,noun,4.39
2683,visible,adjective,4.39
2684,posting,noun,4.39
2685,arrive,verb,4.38
2686,resident,noun,4.38
2687,regulation,noun,4.38
2688,allen,noun,4.38
2689,amendment,noun,4.38
2690,angle,noun,4.38
2691,arizona,noun,4.38
2692,belong,verb,4.38
2693,berlin,noun,4.38
2694,bishop,noun,4.38
2695,clark,noun,4.38
2696,commonly,adverb,4.38
2697,connect,verb,4.38
2698,defensive,adjective,4.38
2699,efficiency,noun,4.38
2700,enterprise,noun,4.38
2701,experiment,noun,4.38
2702,feb,noun,4.38
2703,forum,noun,4.38
2704,grass,noun,4.38
2705,hence,adverb,4.38
2706,increasingly,adverb,4.38
2707,incredibly,adverb,4.38
2708,iv,noun,4.38
2709,jay,noun,4.38
2710,journalist,noun,4.38
2711,maintained,adjective,4.38
2712,mill,noun,4.38
2713,mo,noun,4.38
2714,occasion,noun,4.38
2715,oxford,noun,4.38
2716,pace,noun,4.38
2717,passenger,noun,4.38
2718,pen,noun,4.38
2719,pope,noun,4.38
2720,possession,noun,4.38
2721,rapid,adjective,4.38
2722,shaped,adjective,4.38
2723,sixth,adjective,4.38
2724,spin,verb,4.38
2725,suitable,adjective,4.38
2726,thirty,adjective,4.38
2727,valid,adjective,4.38
2728,vital,adjective,4.38
2729,introduce,verb,4.37
2730,collect,verb,4.37
2731,cop,verb,4.37
2732,agriculture,noun,4.37
2733,alleged,adjective,4.37
2734,anna,noun,4.37
2735,atlanta,noun,4.37
2736,commerce,noun,4.37
2737,creek,noun,4.37
2738,currency,noun,4.37
2739,exhibition,noun,4.37
2740,fraud,noun,4.37
2741,funeral,noun,4.37
2742,genuine,adjective,4.37
2743,honey,noun,4.37
2744,honour,noun,4.37
2745,hook,verb,4.37
2746,hunter,noun,4.37
2747,km,noun,4.37
2748,legacy,noun,4.37
2749,log,noun,4.37
2750,matthew,noun,4.37
2751,merely,adverb,4.37
2752,monitor,verb,4.37
2753,nov,noun,4.37
2754,patrick,noun,4.37
2755,programming,noun,4.37
2756,publishing,noun,4.37
2757,ratio,noun,4.37
2758,regret,verb,4.37
2759,remind,verb,4.37
2760,resort,verb,4.37
2761,reverse,verb,4.37
2762,routine,noun,4.37
2763,scary,adjective,4.37
2764,seed,noun,4.37
2765,settle,verb,4.37
2766,sin,noun,4.37
2767,spell,noun,4.37
2768,summary,noun,4.37
2769,survival,noun,4.37
2770,sword,noun,4.37
2771,tongue,noun,4.37
2772,ward,noun,4.37
2773,wayne,noun,4.37
2774,regard,verb,4.36
2775,achievement,noun,4.36
2776,anderson,noun,4.36
2777,asleep,adjective,4.36
2778,austin,noun,4.36
2779,automatic,adjective,4.36
2780,behaviour,noun,4.36
2781,cd,noun,4.36
2782,coat,noun,4.36
2783,comprehensive,adjective,4.36
2784,consent,noun,4.36
2785,daddy,noun,4.36
2786,destruction,noun,4.36
2787,divorce,noun,4.36
2788,doc,noun,4.36
2789,engage,verb,4.36
2790,extraordinary,adjective,4.36
2791,fate,noun,4.36
2792,frequency,noun,4.36
2793,gaming,noun,4.36
2794,gene,noun,4.36
2795,glory,noun,4.36
2796,headquarters,noun,4.36
2797,heritage,noun,4.36
2798,initiative,noun,4.36
2799,jean,noun,4.36
2800,juice,noun,4.36
2801,landscape,noun,4.36
2802,logic,noun,4.36
2803,melbourne,noun,4.36
2804,objective,noun,4.36
2805,organisation,noun,4.36
2806,privacy,noun,4.36
2807,reducing,noun,4.36
2808,residence,noun,4.36
2809,roughly,adverb,4.36
2810,salary,noun,4.36
2811,script,noun,4.36
2812,searching,adjective,4.36
2813,strip,noun,4.36
2814,surrounded,adjective,4.36
2815,threatened,adjective,4.36
2816,tube,noun,4.36
2817,walter,noun,4.36
2818,wisconsin,noun,4.36
2819,drove,noun,4.36
2820,tear,noun,4.35
2821,ambassador,noun,4.35
2822,breast,noun,4.35
2823,cant,noun,4.35
2824,carter,noun,4.35
2825,chemistry,noun,4.35
2826,consumption,noun,4.35
2827,corruption,noun,4.35
2828,cotton,noun,4.35
2829,crossed,adjective,4.35
2830,detroit,noun,4.35
2831,discount,verb,4.35
2832,dozen,noun,4.35
2833,epic,noun,4.35
2834,exception,noun,4.35
2835,exit,noun,4.35
2836,expand,verb,4.35
2837,fancy,verb,4.35
2838,gorgeous,adjective,4.35
2839,grateful,adjective,4.35
2840,impression,noun,4.35
2841,indicate,verb,4.35
2842,input,noun,4.35
2843,johnny,noun,4.35
2844,josh,verb,4.35
2845,knock,verb,4.35
2846,leather,noun,4.35
2847,luxury,noun,4.35
2848,oct,noun,4.35
2849,outcome,noun,4.35
2850,painted,adjective,4.35
2851,poll,noun,4.35
2852,preferred,adjective,4.35
2853,pulling,noun,4.35
2854,ranked,adjective,4.35
2855,removal,noun,4.35
2856,rep,noun,4.35
2857,reporter,noun,4.35
2858,rio,noun,4.35
2859,rob,verb,4.35
2860,screaming,noun,4.35
2861,sept,noun,4.35
2862,sequence,noun,4.35
2863,singapore,noun,4.35
2864,stretch,verb,4.35
2865,tennis,noun,4.35
2866,terrorist,noun,4.35
2867,theater,noun,4.35
2868,twelve,adjective,4.35
2869,virgin,noun,4.35
2870,wolf,noun,4.35
2871,deny,verb,4.34
2872,principle,noun,4.34
2873,reader,noun,4.34
2874,contribute,verb,4.34
2875,absence,noun,4.34
2876,agricultural,adjective,4.34
2877,asshole,noun,4.34
2878,bruce,noun,4.34
2879,bull,noun,4.34
2880,commonwealth,noun,4.34
2881,contribution,noun,4.34
2882,delicious,adjective,4.34
2883,ease,verb,4.34
2884,extend,verb,4.34
2885,fame,noun,4.34
2886,flood,noun,4.34
2887,genetic,adjective,4.34
2888,instant,noun,4.34
2889,liberty,noun,4.34
2890,maria,noun,4.34
2891,monitoring,noun,4.34
2892,progressive,adjective,4.34
2893,punishment,noun,4.34
2894,rally,verb,4.34
2895,rapidly,adverb,4.34
2896,representation,noun,4.34
2897,sum,noun,4.34
2898,swing,verb,4.34
2899,tail,noun,4.34
2900,twin,noun,4.34
2901,upcoming,adjective,4.34
2902,alert,verb,4.33
2903,arena,noun,4.33
2904,aug,noun,4.33
2905,billy,noun,4.33
2906,boom,verb,4.33
2907,brave,adjective,4.33
2908,column,noun,4.33
2909,commit,verb,4.33
2910,compensation,noun,4.33
2911,composition,noun,4.33
2912,conservation,noun,4.33
2913,constitutional,adjective,4.33
2914,crossing,noun,4.33
2915,density,noun,4.33
2916,difficulty,noun,4.33
2917,elementary,adjective,4.33
2918,ethnic,adjective,4.33
2919,fleet,adjective,4.33
2920,foster,verb,4.33
2921,fundamental,adjective,4.33
2922,gen,noun,4.33
2923,genius,noun,4.33
2924,greatly,adverb,4.33
2925,guidance,noun,4.33
2926,infection,noun,4.33
2927,intention,noun,4.33
2928,iowa,noun,4.33
2929,knee,noun,4.33
2930,mechanical,adjective,4.33
2931,nigeria,noun,4.33
2932,participation,noun,4.33
2933,precious,adjective,4.33
2934,pregnancy,noun,4.33
2935,premium,noun,4.33
2936,pretend,verb,4.33
2937,priest,noun,4.33
2938,prominent,adjective,4.33
2939,radical,adjective,4.33
2940,residential,adjective,4.33
2941,reward,noun,4.33
2942,robin,noun,4.33
2943,russell,noun,4.33
2944,satellite,noun,4.33
2945,shake,verb,4.33
2946,shore,noun,4.33
2947,struggling,adjective,4.33
2948,substantial,adjective,4.33
2949,teen,adjective,4.33
2950,transmission,noun,4.33
2951,trap,noun,4.33
2952,uniform,noun,4.33
2953,wildlife,noun,4.33
2954,wooden,adjective,4.33
2955,pound,noun,4.32
2956,component,noun,4.32
2957,aggressive,adjective,4.32
2958,anne,noun,4.32
2959,apparent,adjective,4.32
2960,bang,verb,4.32
2961,blast,verb,4.32
2962,communist,adjective,4.32
2963,complaint,noun,4.32
2964,courage,noun,4.32
2965,cure,verb,4.32
2966,desperate,adjective,4.32
2967,diversity,noun,4.32
2968,eve,noun,4.32
2969,faculty,noun,4.32
2970,feedback,noun,4.32
2971,fighter,noun,4.32
2972,frozen,adjective,4.32
2973,hiding,noun,4.32
2974,humanity,noun,4.32
2975,il,noun,4.32
2976,innovation,noun,4.32
2977,invest,verb,4.32
2978,jacket,noun,4.32
2979,legislative,adjective,4.32
2980,manual,noun,4.32
2981,murdered,adjective,4.32
2982,nursing,noun,4.32
2983,occupied,adjective,4.32
2984,ongoing,adjective,4.32
2985,operator,noun,4.32
2986,painful,adjective,4.32
2987,preparation,noun,4.32
2988,punch,verb,4.32
2989,purple,adjective,4.32
2990,railroad,noun,4.32
2991,registration,noun,4.32
2992,rick,noun,4.32
2993,romance,noun,4.32
2994,sufficient,adjective,4.32
2995,suspended,adjective,4.32
2996,tissue,noun,4.32
2997,trailer,noun,4.32
2998,ukraine,noun,4.32
2999,underground,adjective,4.32
3000,virtual,adjective,4.32
3001,wounded,adjective,4.32
3002,listing,noun,4.32
3003,relation,noun,4.31
3004,ali,noun,4.31
3005,announcement,noun,4.31
3006,arranged,adjective,4.31
3007,arsenal,noun,4.31
3008,biological,adjective,4.31
3009,bite,verb,4.31
3010,chip,noun,4.31
3011,dare,verb,4.31
3012,database,noun,4.31
3013,define,verb,4.31
3014,discrimination,noun,4.31
3015,disorder,noun,4.31
3016,documentary,noun,4.31
3017,domain,noun,4.31
3018,dynamic,adjective,4.31
3019,engagement,noun,4.31
3020,explore,verb,4.31
3021,favour,noun,4.31
3022,footage,noun,4.31
3023,grave,noun,4.31
3024,hamilton,noun,4.31
3025,implementation,noun,4.31
3026,indiana,noun,4.31
3027,investigate,verb,4.31
3028,jazz,noun,4.31
3029,jonathan,noun,4.31
3030,laboratory,noun,4.31
3031,lawrence,noun,4.31
3032,lincoln,noun,4.31
3033,literary,adjective,4.31
3034,mask,noun,4.31
3035,massachusetts,noun,4.31
3036,midnight,noun,4.31
3037,minnesota,noun,4.31
3038,mouse,noun,4.31
3039,oscar,noun,4.31
3040,packed,adjective,4.31
3041,piano,noun,4.31
3042,praise,verb,4.31
3043,presentation,noun,4.31
3044,psychology,noun,4.31
3045,rocket,noun,4.31
3046,ruin,noun,4.31
3047,saudi,noun,4.31
3048,sec,noun,4.31
3049,slave,noun,4.31
3050,stability,noun,4.31
3051,steady,adjective,4.31
3052,symbol,noun,4.31
3053,terminal,noun,4.31
3054,toilet,noun,4.31
3055,treaty,noun,4.31
3056,triple,verb,4.31
3057,unlikely,adjective,4.31
3058,vietnam,noun,4.31
3059,affair,noun,4.3
3060,invite,verb,4.3
3061,edit,verb,4.3
3062,agenda,noun,4.3
3063,bat,verb,4.3
3064,bow,verb,4.3
3065,calendar,noun,4.3
3066,cape,noun,4.3
3067,collective,adjective,4.3
3068,cooperation,noun,4.3
3069,craft,noun,4.3
3070,darkness,noun,4.3
3071,devil,noun,4.3
3072,enable,verb,4.3
3073,equity,noun,4.3
3074,finishing,noun,4.3
3075,fortune,noun,4.3
3076,goodbye,noun,4.3
3077,graham,noun,4.3
3078,hardware,noun,4.3
3079,hillary,noun,4.3
3080,intellectual,adjective,4.3
3081,involvement,noun,4.3
3082,kentucky,noun,4.3
3083,madrid,noun,4.3
3084,mi,noun,4.3
3085,oregon,noun,4.3
3086,partly,adverb,4.3
3087,petition,noun,4.3
3088,phrase,noun,4.3
3089,physically,adverb,4.3
3090,protecting,adjective,4.3
3091,racial,adjective,4.3
3092,regime,noun,4.3
3093,ruled,adjective,4.3
3094,sa,noun,4.3
3095,sauce,noun,4.3
3096,seal,verb,4.3
3097,separated,adjective,4.3
3098,shield,noun,4.3
3099,similarly,adverb,4.3
3100,slide,verb,4.3
3101,stem,noun,4.3
3102,summit,noun,4.3
3103,talented,adjective,4.3
3104,throat,noun,4.3
3105,tiger,noun,4.3
3106,toy,noun,4.3
3107,wisdom,noun,4.3
3108,failing,noun,4.3
3109,estimate,verb,4.29
3110,ton,noun,4.29
3111,accounting,noun,4.29
3112,alien,adjective,4.29
3113,awkward,adjective,4.29
3114,beast,noun,4.29
3115,beef,noun,4.29
3116,candy,noun,4.29
3117,carrier,noun,4.29
3118,celebration,noun,4.29
3119,celebrity,noun,4.29
3120,certificate,noun,4.29
3121,clay,noun,4.29
3122,coaching,noun,4.29
3123,dated,adjective,4.29
3124,dec,noun,4.29
3125,default,noun,4.29
3126,delhi,noun,4.29
3127,derived,adjective,4.29
3128,dialogue,noun,4.29
3129,disabled,adjective,4.29
3130,distinct,adjective,4.29
3131,drag,verb,4.29
3132,educated,adjective,4.29
3133,eligible,adjective,4.29
3134,execution,noun,4.29
3135,fifty,adjective,4.29
3136,fool,noun,4.29
3137,framework,noun,4.29
3138,franchise,noun,4.29
3139,furniture,noun,4.29
3140,integrated,adjective,4.29
3141,intelligent,adjective,4.29
3142,interaction,noun,4.29
3143,jet,noun,4.29
3144,lifestyle,noun,4.29
3145,lighting,noun,4.29
3146,loop,verb,4.29
3147,mall,noun,4.29
3148,mp,noun,4.29
3149,overseas,adverb,4.29
3150,polish,verb,4.29
3151,recover,verb,4.29
3152,relax,verb,4.29
3153,reliable,adjective,4.29
3154,rely,verb,4.29
3155,remarkable,adjective,4.29
3156,ruling,noun,4.29
3157,sacrifice,verb,4.29
3158,se,noun,4.29
3159,sole,noun,4.29
3160,succeed,verb,4.29
3161,tale,noun,4.29
3162,timing,noun,4.29
3163,worship,noun,4.29
3164,worthy,adjective,4.29
3165,involve,verb,4.28
3166,submit,verb,4.28
3167,volunteer,noun,4.28
3168,alarm,noun,4.28
3169,bass,noun,4.28
3170,bloody,adjective,4.28
3171,breathing,noun,4.28
3172,butt,verb,4.28
3173,collaboration,noun,4.28
3174,con,noun,4.28
3175,consideration,noun,4.28
3176,crucial,adjective,4.28
3177,dependent,adjective,4.28
3178,dual,adjective,4.28
